code;class;message;source
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:29] missing ( in signature near IDENT('lib') @1:29;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:8] IMPORT: expected syntax IMPORT(<LANG>, file) near IDENT('dll') @1:8;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:8] IMPORT: expected syntax IMPORT(<LANG>, file) near IDENT('lib') @1:8;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] DECLARE: expected SUB or FUNCTION near IDENT('function') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/cycle_a.uxbh') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/gui_winapi.uxbh') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/math_aliases.uxbh') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/nested_constants.uxbh') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/science_routes.uxbh') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [10:7] statement parse failed near OP('#') @10:7;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [2:15] THREAD: unexpected trailing tokens near KEYWORD('SLOT') @2:15;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [2:7] expression expected near OP('=') @2:7;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [22:18] ON: unexpected trailing tokens near KEYWORD('SLOT') @22:18;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [3:1] missing END IF near EOF('') @3:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [3:93] missing ) in signature near IDENT('text') @3:93;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [4:1] missing END IF near EOF('') @4:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [4:13] statement parse failed near UNKNOWN('$') @4:13;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [42:1] missing END IF near EOF('') @42:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [8:5] AST contract node missing: WHILE_STMT near EOL('') @8:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 2 error(s), first: [2:5] CLASS: field identifier expected;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [2:14] EVENT: unexpected trailing tokens near KEYWORD('SLOT') @2:14;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [2:5] END: unexpected arguments near KEYWORD('THREAD') @2:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [3:5] END: unexpected arguments near IDENT('thread') @3:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [4:5] CLASS: duplicate member name: X near IDENT('x') @4:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [6:12] statement parse failed near UNKNOWN('$') @6:12;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [1:17] CONST: value expression expected near UNKNOWN('{') @1:17;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [2:1] statement parse failed near OP('<') @2:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [3:11] missing ) in signature near IDENT('n') @3:11;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [3:5] END: unexpected arguments near IDENT('thread') @3:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [5:1] CLASS: duplicate CONSTRUCTOR declaration near KEYWORD('CONSTRUCTOR') @5:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 5 error(s), first: [PARSER_STMT_FAIL] [1:68] parameter identifier expected near EOL('') @1:68;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 5 error(s), first: [PARSER_STMT_FAIL] [5:33] statement parse failed near OP(',') @5:33;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 7 error(s), first: [PARSER_STMT_FAIL] [5:6] invalid slot kind worker near IDENT('worker') @5:6;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 8 error(s), first: [PARSER_STMT_FAIL] [2:8] IMPORT: expected syntax IMPORT(<LANG>, file) near IDENT('dll') @2:8;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/negative/100_preprocessor_unknown_directive.uxb:1] META_UNKNOWN_DIRECTIVE: NO_SUCH_DIRECTIVE;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/negative/95_include_cycle_a.uxb:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/cycle_a.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/13_include_header_math.uxb:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/math_aliases.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/14_include_nested.uxb:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/nested_constants.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/32_winapi_messagebox_decl.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/gui_winapi.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/33_science_math_dll_routes.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/science_routes.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/35_matrix_dll_routes.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/science_routes.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/36_tensor_nn_routes.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/science_routes.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/37_llama_onnx_routes.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/science_routes.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/41_preprocessor_loops.uxb:6] META_UNKNOWN_DIRECTIVE: ENDFOREACH;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/45_gui_winapi_surface.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/gui_winapi.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/61_preprocessor_foreach_ifn_elif.uxb:13] META_UNKNOWN_DIRECTIVE: ENDFOREACH;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/62_plain_include_visibility.uxb:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/adim42_inc_math.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/adim36_full_surface/positive/67_preprocessor_foreach_adim42.uxb:4] META_UNKNOWN_DIRECTIVE: ENDFOREACH;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests/full_layer/negative/93_unsafe_include.uxb:1] LEX_UNSAFE_INCLUDE_PATH: ..\secret.bas;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests\adim30_10step\negative\92_include_cycle_b.uxb:1] LEX_INCLUDE_CYCLE: tests\adim30_10step\negative\92_include_cycle_a.uxb;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests\adim36_full_surface\includes\cycle_b.uxbh:1] LEX_INCLUDE_CYCLE: tests\adim36_full_surface\includes\cycle_a.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: preprocess fail [tests\full_layer\negative\92_include_cycle_b.uxb:1] LEX_INCLUDE_CYCLE: tests\full_layer\negative\92_include_cycle_a.uxb;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: unknown type: PTR;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_API_STMT at 2:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_API_STMT at 4:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_API_STMT at 7:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_DLL_STMT at 1:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_DLL_STMT at 2:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_DLL_STMT at 21:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_DLL_STMT at 3:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_NATIVE_ONLY_TARGET: NATIVE_ONLY on JS target: CALL_DLL_STMT at 7:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: assign: left side is not writable: CALL_EXPR;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: missing type at ast=1 kind=DIM_STMT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: missing type at ast=2 kind=DIM_DECL;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: SEM_E_INVALID_SLOT_RANGE: slot index out of range: 300;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: SEM_E_INVALID_SLOT_RANGE: unknown thread target: unknownworker;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment cannot convert TYPE_I32 to TYPE_PTR;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment cannot convert TYPE_STRING to TYPE_I32;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment requires explicit cast TYPE_F64 to TYPE_OBJECT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment requires explicit cast TYPE_OBJECT to TYPE_BALL;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment requires explicit cast TYPE_OBJECT to TYPE_BIGD;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment requires explicit cast TYPE_OBJECT to TYPE_BIGFLOAT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: assignment requires explicit cast TYPE_OBJECT to TYPE_BIGINT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: BIGINIT unknown kind NOPE;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: missing child;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: numeric operands required;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: a$;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: missingfield;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: nested_value;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: notdeclaredvariable;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: RND;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: s;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: s$;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: true;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: unknownvalue;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: value;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: wend;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: worker;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown symbol: yaz;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown type 'BALL(256)';C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown type 'BIGD(80)';C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown type 'BIGF(128)';C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][SEMANTIC] UXB_SEMANTIC_FAILED: semantic-step3: type: unknown type 'BIGF(256)';C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: Building fallback uxgraph.dll without igraph. Use only for temporary smoke tests.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxgraph__build_uxgraph_fallback_dll.bat.log
;;WARN: FP runtime build failed. Codegen emit can still be tested, strict link/run may fail.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\baseline\logs\extfp_codegen_smoke.log
;;WARN: OpenBLAS build failed. Trying fallback.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\smoke_logs\uxb_compiler_scripts_run_uxmatrix_smoke.bat.log

